sample_id,dish_name,path,type,bands,height,width,valid_pixels,source_roi_name,mask_source,has_microplastic,total_microplastic_area_pixels,total_microplastic_area_ratio,total_count,total_component_max_area,total_component_mean_area,soil_area_pixels,soil_area_ratio,soil_count,soil_component_max_area,soil_component_mean_area,soil_spectral_mean,soil_spectral_std,soil_pixel_spectral_std_mean,soil_band_48_mean,soil_band_48_std,soil_band_116_mean,soil_band_116_std,soil_band_183_mean,soil_band_183_std,soil_band_116_minus_48_mean,soil_band_116_div_48_mean,soil_band_183_minus_48_mean,soil_band_183_div_48_mean,soil_band_183_minus_116_mean,soil_band_183_div_116_mean,pp_area_pixels,pp_area_ratio,pp_count,pp_component_max_area,pp_component_mean_area,pp_spectral_mean,pp_spectral_std,pp_pixel_spectral_std_mean,pp_band_48_mean,pp_band_48_std,pp_band_116_mean,pp_band_116_std,pp_band_183_mean,pp_band_183_std,pp_band_116_minus_48_mean,pp_band_116_div_48_mean,pp_band_183_minus_48_mean,pp_band_183_div_48_mean,pp_band_183_minus_116_mean,pp_band_183_div_116_mean,pet_area_pixels,pet_area_ratio,pet_count,pet_component_max_area,pet_component_mean_area,pet_spectral_mean,pet_spectral_std,pet_pixel_spectral_std_mean,pet_band_48_mean,pet_band_48_std,pet_band_116_mean,pet_band_116_std,pet_band_183_mean,pet_band_183_std,pet_band_116_minus_48_mean,pet_band_116_div_48_mean,pet_band_183_minus_48_mean,pet_band_183_div_48_mean,pet_band_183_minus_116_mean,pet_band_183_div_116_mean,ps_area_pixels,ps_area_ratio,ps_count,ps_component_max_area,ps_component_mean_area,ps_spectral_mean,ps_spectral_std,ps_pixel_spectral_std_mean,ps_band_48_mean,ps_band_48_std,ps_band_116_mean,ps_band_116_std,ps_band_183_mean,ps_band_183_std,ps_band_116_minus_48_mean,ps_band_116_div_48_mean,ps_band_183_minus_48_mean,ps_band_183_div_48_mean,ps_band_183_minus_116_mean,ps_band_183_div_116_mean,pp_proxy_percent,pet_proxy_percent,ps_proxy_percent,total_proxy_percent
S1-S6_2_FX10FX17_2026_06_25_14_31_42_S5,S5,microplastic/S1-S6_2_2026_06_25_14_31_42/Merged/S1-S6_2_FX10FX17_2026_06_25_14_31_42_S5.npz,roi,633,469,469,172789,S5,annotation,0,0,0.0,0,0,0.0,172789,1.0,0,0,0.0,0.4141542911529541,0.11539553105831146,0.1384136825799942,0.20913031697273254,0.11168823391199112,0.2612588107585907,0.11385302990674973,0.33603063225746155,0.11842799186706543,0.052128493785858154,1.2492632084168596,0.126900315284729,1.6068001862268249,0.07477182149887085,1.286198277033274,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S1-S6_2_FX10FX17_2026_06_25_14_31_42_S6,S6,microplastic/S1-S6_2_2026_06_25_14_31_42/Merged/S1-S6_2_FX10FX17_2026_06_25_14_31_42_S6.npz,roi,633,469,469,172789,S6,annotation,0,0,0.0,0,0,0.0,172789,1.0,0,0,0.0,0.3440856337547302,0.0869188979268074,0.12956826388835907,0.17971402406692505,0.14063628017902374,0.22931529581546783,0.14035634696483612,0.2946111857891083,0.1335551142692566,0.049601271748542786,1.2760011190338234,0.11489716172218323,1.6393333092324271,0.06529588997364044,1.284742846051511,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S1-S6_3_FX10FX17_2026_06_25_14_39_30_S1,S1,microplastic/S1-S6_3_2026_06_25_14_39_30/Merged/S1-S6_3_FX10FX17_2026_06_25_14_39_30_S1.npz,roi,633,469,469,172789,S1,annotation,0,0,0.0,0,0,0.0,172789,1.0,0,0,0.0,0.30472925305366516,0.07039070129394531,0.14870040118694305,0.17412999272346497,0.15705624222755432,0.2145920693874359,0.15948188304901123,0.26427263021469116,0.15301771461963654,0.04046207666397095,1.2323670726169993,0.0901426374912262,1.5176743884345145,0.04968056082725525,1.2315116349316682,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S1-S6_3_FX10FX17_2026_06_25_14_39_30_S2,S2,microplastic/S1-S6_3_2026_06_25_14_39_30/Merged/S1-S6_3_FX10FX17_2026_06_25_14_39_30_S2.npz,roi,633,469,469,172789,S2,annotation,0,0,0.0,0,0,0.0,172789,1.0,0,0,0.0,0.37037256360054016,0.09227844327688217,0.13350124657154083,0.19542992115020752,0.11955919116735458,0.24826538562774658,0.12048626691102982,0.3176400363445282,0.11891080439090729,0.05283546447753906,1.2703550416772142,0.12221011519432068,1.6253398378050306,0.06937465071678162,1.2794374678587017,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S1-S6_3_FX10FX17_2026_06_25_14_39_30_S3,S3,microplastic/S1-S6_3_2026_06_25_14_39_30/Merged/S1-S6_3_FX10FX17_2026_06_25_14_39_30_S3.npz,roi,633,469,469,172789,S3,annotation,0,0,0.0,0,0,0.0,172789,1.0,0,0,0.0,0.3481268584728241,0.08586465567350388,0.14268486201763153,0.1834183931350708,0.13745146989822388,0.23693443834781647,0.14017291367053986,0.30208829045295715,0.14017146825790405,0.053516045212745667,1.2917703306523682,0.11866989731788635,1.6469901697944593,0.06515385210514069,1.274986838382252,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S1-S6_3_FX10FX17_2026_06_25_14_39_30_S4,S4,microplastic/S1-S6_3_2026_06_25_14_39_30/Merged/S1-S6_3_FX10FX17_2026_06_25_14_39_30_S4.npz,roi,633,469,469,172789,S4,annotation,0,0,0.0,0,0,0.0,172789,1.0,0,0,0.0,0.30958738923072815,0.06649868935346603,0.1401902586221695,0.17894192039966583,0.14750470221042633,0.22182360291481018,0.14860570430755615,0.2759712040424347,0.1434955894947052,0.04288168251514435,1.2396402275071619,0.09702928364276886,1.5422389757864141,0.05414760112762451,1.2441020721695677,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S1-S6_3_FX10FX17_2026_06_25_14_39_30_S5,S5,microplastic/S1-S6_3_2026_06_25_14_39_30/Merged/S1-S6_3_FX10FX17_2026_06_25_14_39_30_S5.npz,roi,633,469,469,172789,S5,annotation,0,0,0.0,0,0,0.0,172789,1.0,0,0,0.0,0.3966791331768036,0.11060303449630737,0.14166490733623505,0.19809691607952118,0.1109987124800682,0.25169292092323303,0.11295545101165771,0.32383424043655396,0.11791598796844482,0.05359600484371185,1.2705544634637171,0.12573732435703278,1.634726308947478,0.07214131951332092,1.2866243486256979,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S1-S6_3_FX10FX17_2026_06_25_14_39_30_S6,S6,microplastic/S1-S6_3_2026_06_25_14_39_30/Merged/S1-S6_3_FX10FX17_2026_06_25_14_39_30_S6.npz,roi,633,469,469,172789,S6,annotation,0,0,0.0,0,0,0.0,172789,1.0,0,0,0.0,0.38753753900527954,0.10443597286939621,0.12829288840293884,0.19230757653713226,0.12499048560857773,0.24943839013576508,0.12450218200683594,0.3259543776512146,0.11907238513231277,0.05713081359863281,1.2970804095573507,0.13364680111408234,1.69496378416623,0.07651598751544952,1.306753052221846,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S1_S4_S7_S10_FX10FX17_2026_06_30_14_54_02_S1,s1,microplastic/S1_S4_S7_S10_2026_06_30_14_54_02/Merged/S1_S4_S7_S10_FX10FX17_2026_06_30_14_54_02_S1.npz,roi,633,469,469,172789,s1,annotation,1,9056,0.05241074373947416,9,1626,1006.2222222222222,163733,0.9475892562605258,0,0,0.0,0.32185986638069153,0.0735185295343399,0.14717072248458862,0.18550285696983337,0.14805643260478973,0.22834424674510956,0.15235868096351624,0.280486136674881,0.1480960249900818,0.042841389775276184,1.2309473313515764,0.09498327970504761,1.5120313576652562,0.05214188992977142,1.2283477279284163,9056,0.05241074373947416,9,1626,1006.2222222222222,0.37129339575767517,0.06806015223264694,0.1316259503364563,0.28404536843299866,0.113850437104702,0.3221169710159302,0.12408357113599777,0.3588263988494873,0.1286569982767105,0.03807160258293152,1.1340335270839381,0.07478103041648865,1.2632714302966295,0.03670942783355713,1.1139630355947363,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2410743739474155,0.0,0.0,5.2410743739474155
S1_S4_S7_S10_FX10FX17_2026_06_30_14_54_02_S10,s10,microplastic/S1_S4_S7_S10_2026_06_30_14_54_02/Merged/S1_S4_S7_S10_FX10FX17_2026_06_30_14_54_02_S10.npz,roi,633,469,469,172789,s10,annotation,0,0,0.0,0,0,0.0,172789,1.0,0,0,0.0,0.35754722356796265,0.060126617550849915,0.18379850685596466,0.2399156540632248,0.21767234802246094,0.2803431451320648,0.21472065150737762,0.32848188281059265,0.2002350240945816,0.04042749106884003,1.1685070998251168,0.08856622874736786,1.369155689707634,0.04813873767852783,1.1717136249429267,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S1_S4_S7_S10_FX10FX17_2026_06_30_14_54_02_S4,s4,microplastic/S1_S4_S7_S10_2026_06_30_14_54_02/Merged/S1_S4_S7_S10_FX10FX17_2026_06_30_14_54_02_S4.npz,roi,633,469,469,171374,s4,annotation,1,2458,0.0143428991562314,5,1020,491.6,168916,0.9856571008437686,0,0,0.0,0.29718831181526184,0.06680662930011749,0.14141947031021118,0.16930146515369415,0.14317621290683746,0.20898960530757904,0.14359860122203827,0.2613828182220459,0.13741081953048706,0.03968814015388489,1.2344228983361454,0.09208135306835175,1.5438898770590028,0.05239321291446686,1.2506976977986897,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2458,0.0143428991562314,5,1020,491.6,0.42989614605903625,0.046018894761800766,0.09247855842113495,0.3788018226623535,0.1045786589384079,0.43931540846824646,0.10596900433301926,0.46386533975601196,0.09730803966522217,0.060513585805892944,1.1597499858384577,0.08506351709365845,1.2245594186844242,0.024549931287765503,1.0558822449987888,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4342899156231401,0.0,1.4342899156231401
S1_S4_S7_S10_FX10FX17_2026_06_30_14_54_02_S7,s7,microplastic/S1_S4_S7_S10_2026_06_30_14_54_02/Merged/S1_S4_S7_S10_FX10FX17_2026_06_30_14_54_02_S7.npz,roi,633,469,469,172789,s7,annotation,1,3582,0.02073048631567982,5,1445,716.4,169207,0.9792695136843201,0,0,0.0,0.3746541440486908,0.09420613199472427,0.13819749653339386,0.20085963606834412,0.12385639548301697,0.24724876880645752,0.12428650259971619,0.31564247608184814,0.12289847433567047,0.0463891327381134,1.2309529861058253,0.11478284001350403,1.5714579706519445,0.06839370727539062,1.2766190003919824,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3582,0.02073048631567982,5,1445,716.4,0.39477813243865967,0.06335016340017319,0.14873665571212769,0.3184274435043335,0.1514281928539276,0.34851741790771484,0.145659938454628,0.39879512786865234,0.14395111799240112,0.030089974403381348,1.0944955437013766,0.08036768436431885,1.252389315066134,0.0502777099609375,1.1442616850049392,0.0,0.0,2.073048631567982,2.073048631567982
